question,position,job_title,company,year,source,company_type,seniority,Subject,Model Answer,Hint Suggestion,Approach Suggestion
Design an object oriented Connect 4 board game.,Software Engineer,Software Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Design an object oriented Connect 4 board game.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Swap two numbers without using a third variable or plus and minus operators.,QA/Testing,Software Test Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Swap two numbers without using a third variable or plus and minus operators.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Find all the broken links on a web page.,QA/Testing,Software Test Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Find all the broken links on a web page.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain what a framework is.,QA/Testing,Software Test Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain what a framework is.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain memory leaks in Java.,QA/Testing,Software Test Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain memory leaks in Java.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Discuss the Collections framework in Java.,QA/Testing,Software Test Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Discuss the Collections framework in Java.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how Selenium Grid works.,QA/Testing,Software Test Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain how Selenium Grid works.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe how strings are handled in programming languages?,Software Engineer,Software Engineer,"Adobe, Honeywell",2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe how strings are handled in programming languages?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the different classes in the collection frameworks in Java?,Software Engineer,Software Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the different classes in the collection frameworks in Java?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is concurrent hashmap and how does it work?,Software Engineer,Software Engineer,Adobe,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is concurrent hashmap and how does it work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What happens when you type a URL in a browser?,Software Engineer,Software Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What happens when you type a URL in a browser?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain level order traversal of a binary tree.,Software Engineer,Software Engineer,Adobe,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain level order traversal of a binary tree.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the difference between Queue add() and Queue offer()?,Software Engineer,Software Engineer,Adobe,2017,manual,bigtech,mid,DSA,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between Queue add() and Queue offer()?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how LRU (Least Recently Used) works in coding?,ML & Data,Machine Learning Engineer,Adobe,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how LRU (Least Recently Used) works in coding?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how bucket sorting works in coding?,ML & Data,Machine Learning Engineer,Adobe,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how bucket sorting works in coding?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you solve some easy data structure questions based on sets and hashmaps?,ML & Data,Data Science Intern,Adobe,2022,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you solve some easy data structure questions based on sets and hashmaps?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you familiar with linear regression and optimization?,ML & Data,Data Science Intern,Adobe,2022,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you familiar with linear regression and optimization?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss some machine learning algorithms you are familiar with?,Software Engineer,Software Engineer,Adobe,2012,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss some machine learning algorithms you are familiar with?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the differences between Windows 8.1 and Windows 10?,Software Engineer,Software Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the differences between Windows 8.1 and Windows 10?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What test cases would you use to test the italicizing property of MS Word?,Software Engineer,Software Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What test cases would you use to test the italicizing property of MS Word?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What approach would you take to troubleshoot unsuccessful file transfer between mobile and laptop via USB cable?,Software Engineer,Software Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What approach would you take to troubleshoot unsuccessful file transfer between mobile and laptop via USB cable?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How have you utilized data structures in your previous projects?,QA/Testing,QA,Adobe,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How have you utilized data structures in your previous projects?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Have you worked on automation projects before? If so, can you provide an example?",QA/Testing,QA,Adobe,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Have you worked on automation projects before? If so, can you provide an example?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
What are the basics of performance testing that you are familiar with?,QA/Testing,QA,Adobe,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the basics of performance testing that you are familiar with?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how to clone a graph.,Software Engineer,Software Engineer,"Adobe, Meta",2013,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain how to clone a graph.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"How would you cluster a set of PDF files, starting from data pre-processing to modeling?",ML & Data,Data Science Intern,Adobe,2020,manual,bigtech,junior,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'How would you cluster a set of PDF files, starting from data pre-processing to modeling?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
What is the difference between a list and an array?,Software Engineer,Junior Software Developer,"Adobe, Capgemini, JPMorgan Chase & Co., Microsoft, Thomson Reuters",2022,manual,bigtech,junior,DSA,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between a list and an array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you discuss various computer science subjects such as OOP, Data Structures, Multithreading, Algorithms, and Complexity Analysis?",Software Engineer,Intern - Software Engineer,Adobe,2022,manual,bigtech,junior,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Can you discuss various computer science subjects such as OOP, Data Structures, Multithreading, Algorithms, and Complexi'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Write code to find a number from each of two sorted arrays of integers so that their sum is closest to a given integer K,ML & Data,Data Scientist,Adobe,2015,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Write code to find a number from each of two sorted arrays of integers so that their sum is closest to a given integer K'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you add two numbers without using the '+' operator and with recursion?,Software Engineer,Software Engineer,Adobe,2015,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How do you add two numbers without using the '+' operator and with recursion?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you design an object-oriented program for a library, considering users, types of books, check-out, and return functionalities?",Software Engineer,Software Engineering,Adobe,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Can you design an object-oriented program for a library, considering users, types of books, check-out, and return functi'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
How do you return the value of the item k away from the end of a LinkedList?,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you return the value of the item k away from the end of a LinkedList?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you design a system to recognize content containing illegal material?,Software Engineer,Software Engineer,Adobe,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you design a system to recognize content containing illegal material?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how you would use an iterative method to find the height of a tree.,Software Engineer,Member Of Technical Staff,Adobe,2011,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain how you would use an iterative method to find the height of a tree.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement a mapping system from integers to words?,Software Engineer,Software Engineer(Internship),Adobe,2018,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you implement a mapping system from integers to words?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your understanding of Oops related concepts?,Software Engineer,Associate Software Engineer,Adobe,2023,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your understanding of Oops related concepts?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a program to generate the Fibonacci series using recursion?,QA/Testing,White Bx Testing,Adobe,2012,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you write a program to generate the Fibonacci series using recursion?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a program to identify prime numbers?,QA/Testing,White Bx Testing,Adobe,2012,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write a program to identify prime numbers?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how compression algorithms work.,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain how compression algorithms work.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do input/output streams work?,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do input/output streams work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how Elastic search works?,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how Elastic search works?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain linked lists.,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain linked lists.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with C string manipulation?,Software Engineer,Software Engineer,Adobe,2014,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain your experience with C string manipulation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you worked with bash scripting before?,Software Engineer,Software Engineer,"Adobe, Intel, Jio",2014,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Have you worked with bash scripting before?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you run a specific test case in Selenium?,QA/Testing,QA Automation Role,Adobe,2024,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you run a specific test case in Selenium?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are API status codes?,QA/Testing,QA Automation Role,Adobe,2024,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are API status codes?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is a virtual table?,Software Engineer,Software Engineer,Adobe,2024,manual,bigtech,mid,General CS,"A virtual table is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is a virtual table?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is Trie and Backtracking?,Software Engineer,Software Engineer,Adobe,2024,manual,bigtech,mid,General CS,"Trie and backtracking is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is Trie and Backtracking?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do semaphores work in real-time?,Software Engineer,Member of Technical Staff(MTS),Adobe,2024,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do semaphores work in real-time?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you describe authentication, authorization, and web security attacks?",Cybersecurity Engineer,Information Security Analyst,Adobe,2024,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Can you describe authentication, authorization, and web security attacks?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you explain closures and scoping chain in JavaScript?,Frontend Developer,Frontend Developer,Adobe,2024,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain closures and scoping chain in JavaScript?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you worked on coding tasks that involve understanding closure and scoping chain in JavaScript?,Frontend Developer,Frontend Developer,Adobe,2024,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Have you worked on coding tasks that involve understanding closure and scoping chain in JavaScript?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you check if the left and right sides of a tree are mirrored?,Software Engineer,Software Engineer I,Adobe,2024,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you check if the left and right sides of a tree are mirrored?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write and explain the procedure for a Hello World program?,Software Engineer,Software Engineer I,Adobe,2024,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write and explain the procedure for a Hello World program?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you find the numbers in an array that appear more than once?,Software Engineer,Software Engineer,Adobe,2024,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you find the numbers in an array that appear more than once?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What should you do in a classification problem if the classes are biased?,ML & Data,Machine Learning Engineer Intern,Adobe,2024,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What should you do in a classification problem if the classes are biased?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Given a paragraph of English text, output groups of words where each group represents words that are anagrams of each other and consists of the anagrams in lexicographically sorted order.",Software Engineer,Software Engineer,Adobe,2014,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Given a paragraph of English text, output groups of words where each group represents words that are anagrams of each ot'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
How would you sort the groups of anagram words in lexicographical order with respect to each other?,Software Engineer,Software Engineer,Adobe,2014,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you sort the groups of anagram words in lexicographical order with respect to each other?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you design a sorting algorithm for lines in a file too big to be loaded entirely in memory?,Software Engineer,Software Engineer,Adobe,2021,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you design a sorting algorithm for lines in a file too big to be loaded entirely in memory?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an example of a Two Sum question?,Software Engineer,Software Engineer(Internship),Adobe,2021,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide an example of a Two Sum question?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a code to determine if a given tree is binary or not?,Software Engineer,Software Engineer(Internship),Adobe,2021,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you write a code to determine if a given tree is binary or not?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"How would you reverse a string where each word remains intact (e.g., 'this is it' becomes 'it is this')?",Software Engineer,Engineering Manager,Adobe,2022,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'How would you reverse a string where each word remains intact (e.g., 'this is it' becomes 'it is this')?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you swap 2 integers without using a temporary variable?,ML & Data,Data Science,Adobe,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you swap 2 integers without using a temporary variable?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you design a system for elevators?,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you design a system for elevators?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write Java code to check for balanced parentheses in a string?,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write Java code to check for balanced parentheses in a string?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you write the recursive, iterative, and memoized iterative versions of the Fibonacci numbers code?",Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Can you write the recursive, iterative, and memoized iterative versions of the Fibonacci numbers code?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you provide an example of a coding challenge you have encountered?,Software Engineer,Software Developer,Adobe,2017,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide an example of a coding challenge you have encountered?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you determine if a specific number is present in the memory?,Software Engineer,Member of Technical Staff-2,Adobe,2017,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you determine if a specific number is present in the memory?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Calculate the angle between the hour hand and minute hand given the hour and minute as integers.,Software Engineer,Software Engineer(Internship),Adobe,2017,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Calculate the angle between the hour hand and minute hand given the hour and minute as integers.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a program to rotate a 2-D matrix.,Software Engineer,Software Development Engineer,Adobe,2017,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write a program to rotate a 2-D matrix.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a program to create a mirror image of a binary tree.,Software Engineer,Software Development Engineer,Adobe,2017,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Write a program to create a mirror image of a binary tree.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your knowledge about Virtual Machines?,System Administrator,Systems Administrator Intern,Adobe,2009,manual,,,General CS,"Your knowledge about virtual machines is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is your knowledge about Virtual Machines?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you familiar with ESX/VMware?,System Administrator,Systems Administrator Intern,Adobe,2009,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you familiar with ESX/VMware?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you print the contents of a BST in order without using recursion?,Software Engineer,Software Engineer,Adobe,2008,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you print the contents of a BST in order without using recursion?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what threading is?,Software Engineer,Lead Software Engineer,Adobe,2008,manual,,,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain what threading is?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write test cases for opening and saving a file in Notepad?,Software Engineer,Software Engineer I,Adobe,2024,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write test cases for opening and saving a file in Notepad?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Design a Java Chat server.,Software Engineer,Senior Software Engineer,Adobe,2014,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Design a Java Chat server.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you previously worked with Adobe Express or similar editing/designing tools? What was your experience?,Product Manager,Product Manager Intern,Adobe,2024,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you previously worked with Adobe Express or similar editing/designing tools? What was your experience?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you find a string in an unsorted array of strings?,Software Engineer,Software Engineering,Adobe,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you find a string in an unsorted array of strings?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you search for a string in a sorted array of strings?,Software Engineer,Software Engineering,Adobe,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you search for a string in a sorted array of strings?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you sort the square of a list of sorted integers?,Software Engineer,Software Development Engineer (SDE) Intern,Adobe,2021,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you sort the square of a list of sorted integers?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a progress bar in JavaScript?,Frontend Developer,Frontend Developer,Adobe,2023,manual,,,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you write a progress bar in JavaScript?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the different scheduling processes in an operating system and compare them.,Software Engineer,Software Engineer,Adobe,2021,manual,,,Operating System,"An Operating System is system software that manages hardware resources, memory, processes and files.
It acts as an interface between user and hardware and runs application programs.
Examples: Windows, Linux, Android.",Identify the main concept in: 'Explain the different scheduling processes in an operating system and compare them.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a function to reverse a doubly linked list?,Software Engineer,Software Engineer,Adobe,2011,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you write a function to reverse a doubly linked list?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you design a recommendation system?,ML & Data,Data Mining/Machine Learning Engineer Position,Adobe,2011,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you design a recommendation system?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write test cases for small client and server applications.,Software Engineer,Senior Software Engineer,Adobe,2020,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write test cases for small client and server applications.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you developed a tool for testing code?,Software Engineer,Software Engineer,Adobe,2010,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you developed a tool for testing code?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What happens in a Java Virtual Machine at execution time?,Software Engineer,Software Developer,Adobe,2010,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What happens in a Java Virtual Machine at execution time?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you familiar with the concept of pointers?,Software Engineer,Member Of Technical Staff,Adobe,2010,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you familiar with the concept of pointers?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you design a data-pump queueing structure to handle the producer-consumer problem?,Software Engineer,Senior Software Engineer,Adobe,2010,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you design a data-pump queueing structure to handle the producer-consumer problem?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
