question,position,job_title,company,year,source,company_type,seniority,Subject,Model Answer,Hint Suggestion,Approach Suggestion
How would you build and test a metric to compare two user's ranked lists of movie/tv show preferences?,ML & Data,Senior Data Scientist,Netflix,2015,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you build and test a metric to compare two user's ranked lists of movie/tv show preferences?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe the product analytics and experimentation task in the take-home assignment?,ML & Data,Senior Data Scientist,Netflix,2021,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe the product analytics and experimentation task in the take-home assignment?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you explain the concepts of variance, bootstrap, and adjusting for covariates in the context of A/B testing?",ML & Data,Senior Data Scientist,Netflix,2021,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Can you explain the concepts of variance, bootstrap, and adjusting for covariates in the context of A/B testing?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
What are some reasons that could cause a significant difference in the control and variant groups when splitting a population for A/B testing?,ML & Data,Senior Data Scientist,Netflix,2018,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are some reasons that could cause a significant difference in the control and variant groups when splitting a popul'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you break down errors into variance and bias?,ML & Data,Machine Learning Engineer,Netflix,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you break down errors into variance and bias?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to build a classifier using Logistic Regression?,ML & Data,Senior Data Scientist,Netflix,2019,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to build a classifier using Logistic Regression?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What challenges have you faced with Java & Scala?,Software Engineer,Senior Software Engineer,Netflix,2022,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What challenges have you faced with Java & Scala?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss the tradeoffs between different design options in data engineering?,Data Engineer,Senior Data Engineer,Netflix,2024,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss the tradeoffs between different design options in data engineering?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement an LRU cache?,Software Engineer,Software Engineer(Internship),"Amazon, American Express, BlackRock, Block, Bloomberg LP, Cloudflare, Informatica, Lowe's Companies, Meta, Microsoft, Netflix, Nutanix, Oracle, Salesforce, Samsung, Snap Inc., Swiggy, TikTok , Twilio, Two Sigma, Uber, Yahoo",2019,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you implement an LRU cache?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss security design concepts without coding?,Software Engineer,Software Engineer,Netflix,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss security design concepts without coding?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
